                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                    1900                                     1667                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.2535907990931451E+007                  3.4104646725685152E+003                  3.7335430881363191E+003                  4.6604533582176897E+004                  5.1669062756902997E+002                 -3.2242701740189896E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8594803571553175E-002                  4.0194800363278776E-001                  3.4263301579361308E-012                  5.4532431578058882E-001                  2.0039447358576386E-002                  1.5000000000000000E+001                  0.0000000000000000E+000                  6.9320008677051375E+000                  2.1128000686083362E-004                  5.8213461646420113E+000                  8.4649121918032422E-001                  7.0021786038574452E-002                  1.2002999272782164E+000                  6.8267533999577190E-002                  4.1042790059696213E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4993934405811512E+001                  5.1322749410891822E+002                  1.4992802675119233E+001                  5.1268133173388935E+002                  3.0362240616953876E+007                  2.1933266087500297E+002                  3.2185709945043828E+006                  4.6085544629344738E+004                  1.5348906967548115E+004                  2.0114366808816278E+003                  1.0831521116661954E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.9561006456343888E+014 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                  opacity                               luminosity                                    gradr 
                                       1                  1.5000000000000000E+001                  2.7132305837984787E+000                  3.5721211678991756E+000                 -8.7605002535865193E+000                  2.6164695862478418E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0000000000000000E+000                  3.8844893618138698E-001                  2.4843684934847763E-003                  4.6604533582176897E+004                  1.2507411137508323E-001 
                                       2                  1.4999999999992500E+001                  2.7132305837920914E+000                  3.5721211684071843E+000                 -8.7605002500319902E+000                  2.6164695903094977E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999949996E-001                  3.8844893629072708E-001                  2.4843685262537804E-003                  4.6604533582176897E+004                  1.2507411178356781E-001 
                                       3                  1.4999999999958971E+001                  2.7132305837635364E+000                  3.5721211698843871E+000                 -8.7605002396960057E+000                  2.6164696021201217E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999726474E-001                  3.8844893660866875E-001                  2.4843686215406230E-003                  4.6604533582176897E+004                  1.2507411543551353E-001 
                                       4                  1.4999999999873197E+001                  2.7132305836904851E+000                  3.5721211737724254E+000                 -8.7605002124914311E+000                  2.6164696332059880E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  9.9999999999154643E-001                  3.8844893744550013E-001                  2.4843688723381234E-003                  4.6604533582176897E+004                  1.2507412477825680E-001 
                                       5                  1.4999999999644961E+001                  2.7132305834961028E+000                  3.5721211856635380E+000                 -8.7605001292894098E+000                  2.6164697282784886E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002                  9.9999999997633071E-001                  3.8844894000485120E-001                  2.4843696393731123E-003                  4.6604533582176897E+004                  1.2507414963787442E-001 
                                       6                  1.4999999998912831E+001                  2.7132305828725705E+000                  3.5721212161912703E+000                 -8.7604999156872783E+000                  2.6164699723553815E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999992752198E-001                  3.8844894657540452E-001                  2.4843716085619421E-003                  4.6604533582176897E+004                  1.2507422938222201E-001 
                                       7                  1.4999999997179438E+001                  2.7132305813962945E+000                  3.5721212794448216E+000                 -8.7604994731038239E+000                  2.6164704780826296E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  9.9999999981196253E-001                  3.8844896018961084E-001                  2.4843756887290755E-003                  4.6604533582176897E+004                  1.2507441818488754E-001 
                                       8                  1.4999999993804265E+001                  2.7132305785217654E+000                  3.5721214102276333E+000                 -8.7604985580232082E+000                  2.6164715237191336E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999958695096E-001                  3.8844898833829511E-001                  2.4843841248770051E-003                  4.6604533582176897E+004                  1.2507478581270254E-001 
                                       9                  1.4999999986617004E+001                  2.7132305724006174E+000                  3.5721216709473604E+000                 -8.7604967337943318E+000                  2.6164736082153857E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999910780024E-001                  3.8844904445361095E-001                  2.4844009426445348E-003                  4.6604533582176897E+004                  1.2507556865990963E-001 
