                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10000      1.5970000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     182                                      572                  3.1479910071150171E+003                  1.7576581721052460E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969989001667106E+000                  9.9999929222684159E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999929222684159E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4129972376407762E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4129972376407771E+000                 -5.4129972376407762E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6194641323156991E+000                  2.1757936101472515E+000                  1.3722273768948539E+000                  1.8967395157619007E+000                 -8.0696971138447011E-006                  5.7457554163123863E+000                 -2.8972257351694033E+000                  1.0974114225185167E+001                 -2.8972257351694033E+000                  5.7457554163123863E+000                  6.2092945229937280E-001                  8.5000496539657655E-001                  1.2966362606226856E+000                  6.9999999999998552E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999768E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     183                                      570                  3.2060306811132959E+003                  1.7637249643937776E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969989200726253E+000                  9.9999929222684159E-001                  7.8131481325180314E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999929222684159E-001                  7.8131481325180314E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3700568133311837E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.3700568133311837E+000                 -5.3700568133311837E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6197341309258571E+000                  2.1717913192974234E+000                  1.3696862342496239E+000                  1.9018218010523604E+000                 -7.9003850204977658E-006                  5.7481647184402727E+000                 -2.8900183193915754E+000                  1.0983732184936205E+001                 -2.8900183193915754E+000                  5.7481647184402727E+000                  6.2092434468595048E-001                  8.5000496539657655E-001                  1.2966362606226891E+000                  6.9999999999998364E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999739E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     184                                      574                  3.2649378072003860E+003                  1.7701678352472145E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969989420963786E+000                  9.9999932442701744E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999932442701744E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3271832496258495E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.3271832496258495E+000                 -5.3271832496258495E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6200057187047436E+000                  2.1677965003682522E+000                  1.3671456492272653E+000                  1.9069029710970775E+000                 -7.7342479678516159E-006                  5.7505740329459343E+000                 -2.8828107405599153E+000                  1.0993350441815245E+001                 -2.8828107405599153E+000                  5.7505740329459343E+000                  6.2091906525220331E-001                  8.5000496539657655E-001                  1.2966362606226924E+000                  6.9999999999998164E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999704E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     185                                      573                  3.3247561483732588E+003                  1.7768343654078269E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969989629374388E+000                  9.9999932442701733E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999932442701733E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2843531402407260E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.2843531402407260E+000                 -5.2843531402407260E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6202824158826634E+000                  2.1638200592164165E+000                  1.3646040342955073E+000                  1.9119862009605937E+000                 -7.5723613068047488E-006                  5.7529846627713805E+000                 -2.8755990251778401E+000                  1.1002974273365274E+001                 -2.8755990251778401E+000                  5.7529846627713805E+000                  6.2091376646284979E-001                  8.5000496539657655E-001                  1.2966362606226958E+000                  6.9999999999997942E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999673E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     186                                      579                  3.3855068940453070E+003                  1.7835516129578934E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969989825737205E+000                  9.9999932442701733E-001                  7.8131481769269524E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999932442701733E-001                  7.8131481769269524E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2415303996367646E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.2415303996367646E+000                 -5.2415303996367646E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6206412580682383E+000                  2.1601647176848773E+000                  1.3620586791585874E+000                  1.9170769112344335E+000                 -7.4199229373945136E-006                  5.7553986402711530E+000                 -2.8683770273875848E+000                  1.1012611816063988E+001                 -2.8683770273875848E+000                  5.7553986402711530E+000                  6.2090855968304426E-001                  8.5000496539657655E-001                  1.2966362606227002E+000                  6.9999999999997686E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999633E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     187                                      578                  3.4471537378651815E+003                  1.7899108465975988E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969990015074456E+000                  9.9999932442701733E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999932442701733E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1987847712649611E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.1987847712649611E+000                 -5.1987847712649611E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6209116327862141E+000                  2.1561591974913537E+000                  1.3595151696258754E+000                  1.9221639302998572E+000                 -7.2615841952399556E-006                  5.7578120312933674E+000                 -2.8611563855603266E+000                  1.1022247436795800E+001                 -2.8611563855603266E+000                  5.7578120312933674E+000                  6.2090353410314425E-001                  8.5000496539657688E-001                  1.2966362606227044E+000                  6.9999999999997409E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999584E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     188                                      574                  3.5096694139586866E+003                  1.7959889323402638E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969990187163310E+000                  9.9999932442701733E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999932442701733E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1561446599527825E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.1561446599527825E+000                 -5.1561446599527825E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6211775304773606E+000                  2.1521414045280478E+000                  1.3569744777619290E+000                  1.9272453140277499E+000                 -7.1085975031735689E-006                  5.7602232220438205E+000                 -2.8539419275055149E+000                  1.1031874669538288E+001                 -2.8539419275055149E+000                  5.7602232220438205E+000                  6.2089875837529307E-001                  8.5000496539657655E-001                  1.2966362606227102E+000                  6.9999999999997098E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999522E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     189                                      574                  3.5730945386972671E+003                  1.8022613300242185E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969990373352223E+000                  9.9999938882736850E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999938882736850E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1135881567806489E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.1135881567806489E+000                 -5.1135881567806489E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6214489441846354E+000                  2.1481485545759127E+000                  1.3544352253713119E+000                  1.9323238188089844E+000                 -6.9594566328739595E-006                  5.7626334394249410E+000                 -2.8467299899788538E+000                  1.1041498411618853E+001                 -2.8467299899788538E+000                  5.7626334394249410E+000                  6.2089432369841990E-001                  8.5000496539657655E-001                  1.2966362606227164E+000                  6.9999999999996743E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999477E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     190                                      573                  3.6374728946679816E+003                  1.8087398819183533E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969990560843406E+000                  9.9999938882736850E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999938882736850E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0710950917135991E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.0710950917135991E+000                 -5.0710950917135991E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6217196286240529E+000                  2.1441534106378168E+000                  1.3518962845234295E+000                  1.9374017005047490E+000                 -6.8132495125229093E-006                  5.7650438188424209E+000                 -2.8395171657272962E+000                  1.1051123194665774E+001                 -2.8395171657272962E+000                  5.7650438188424209E+000                  6.2089036360514471E-001                  8.5000496539657655E-001                  1.2966362606227226E+000                  6.9999999999996343E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999417E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     191                                      574                  3.7028251068735658E+003                  1.8152602932542365E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969990781887831E+000                  9.9999938882736850E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999938882736850E-001                  7.8131481547224919E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0286501945508455E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.0286501945508455E+000                 -5.0286501945508455E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6220188581931887E+000                  2.1402706855941602E+000                  1.3493564628633292E+000                  1.9424813438249497E+000                 -6.6723080678089607E-006                  5.7674552245304609E+000                 -2.8323008955632156E+000                  1.1060752437476049E+001                 -2.8323008955632156E+000                  5.7674552245304609E+000                  6.2088700790176876E-001                  8.5000496539657655E-001                  1.2966362606227304E+000                  6.9999999999995899E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999355E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     192                                      577                  3.7691794307310438E+003                  1.8218692281237316E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969990894642960E+000                  9.9999938882736850E-001                  7.8131481769269524E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999938882736850E-001                  7.8131481769269524E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9862476703579590E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9862476703579590E+000                 -4.9862476703579590E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6223105775458211E+000                  2.1363563295633319E+000                  1.3468158461426505E+000                  1.9475625772663072E+000                 -6.5327922669791795E-006                  5.7698679855071688E+000                 -2.8250802286329777E+000                  1.1070387423185394E+001                 -2.8250802286329777E+000                  5.7698679855071688E+000                  6.2088436442061223E-001                  8.5000496539657655E-001                  1.2966362606227386E+000                  6.9999999999995410E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999264E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     193                                      577                  3.8365067328921896E+003                  1.8281912124183155E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969991055118700E+000                  9.9999938882736861E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999938882736861E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9439268317256442E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9439268317256442E+000                 -4.9439268317256442E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6225712910061172E+000                  2.1323213173778659E+000                  1.3442769131293255E+000                  1.9526404432929572E+000                 -6.3944985664463190E-006                  5.7722798589620181E+000                 -2.8178619140809338E+000                  1.1080019164264233E+001                 -2.8178619140809338E+000                  5.7722798589620181E+000                  6.2088250952230761E-001                  8.5000496539657655E-001                  1.2966362606227479E+000                  6.9999999999994855E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999180E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     194                                      578                  3.9047983461045219E+003                  1.8343673719209093E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969991203170948E+000                  9.9999938882736861E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999938882736861E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9016754158225835E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9016754158225835E+000                 -4.9016754158225835E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6228992229934094E+000                  2.1285555149560635E+000                  1.3417381479438391E+000                  1.9577179736639301E+000                 -6.2643517820502870E-006                  5.7746915333273083E+000                 -2.8106439332921154E+000                  1.1089650373487490E+001                 -2.8106439332921154E+000                  5.7746915333273083E+000                  6.2088147414775563E-001                  8.5000496539657655E-001                  1.2966362606227579E+000                  6.9999999999994234E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999999084E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     195                                      578                  3.9741034474243106E+003                  1.8407652027719190E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969991364018854E+000                  9.9999945210789498E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999945210789498E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8594942265544434E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8594942265544434E+000                 -4.8594942265544434E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6231690257959541E+000                  2.1245596750741473E+000                  1.3392006223977915E+000                  1.9627930247560252E+000                 -6.1316800759427425E-006                  5.7771029485550072E+000                 -2.8034264077207998E+000                  1.1099280872117609E+001                 -2.8034264077207998E+000                  5.7771029485550072E+000                  6.2088124255149268E-001                  8.5000496539657655E-001                  1.2966362606227699E+000                  6.9999999999993545E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999998966E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     196                                      575                  4.0444282329352027E+003                  1.8471084162502778E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969991521963873E+000                  9.9999945210789498E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999945210789498E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8173895518866292E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8173895518866292E+000                 -4.8173895518866292E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6234356377561121E+000                  2.1205534068021437E+000                  1.3366642643414746E+000                  1.9678657408686591E+000                 -6.0027879520339887E-006                  5.7795137306971318E+000                 -2.7962104341900700E+000                  1.1108909190806045E+001                 -2.7962104341900700E+000                  5.7795137306971318E+000                  6.2088174732316359E-001                  8.5000496539657655E-001                  1.2966362606227828E+000                  6.9999999999992768E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999998847E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     197                                      575                  4.1157936058038404E+003                  1.8534875392290771E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969991669920272E+000                  9.9999945210789498E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999945210789498E-001                  7.8131481991314129E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7753552997392621E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7753552997392621E+000                 -4.7753552997392621E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6237083880754919E+000                  2.1165731289881426E+000                  1.3341286247957136E+000                  1.9729370199601806E+000                 -5.8771163035851104E-006                  5.7819242133837818E+000                 -2.7889949858473906E+000                  1.1118536696467752E+001                 -2.7889949858473906E+000                  5.7819242133837818E+000                  6.2088285858898684E-001                  8.5000496539657688E-001                  1.2966362606227972E+000                  6.9999999999991913E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999998709E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
                                     198                                      580                  4.1882370589314560E+003                  1.8599991434438712E+000                  1.5970000000000000E+000                  3.3501983366698667E+001                 -9.8999999999999986E+001                  1.5969991852879275E+000                  9.9999948374815817E-001                  7.8131482213358733E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999948374815817E-001                  7.8131482213358733E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7333600031489151E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7333600031489151E+000                 -4.7333600031489151E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6240301950652509E+000                  2.1127860376653342E+000                  1.3315914651547913E+000                  1.9780113392420253E+000                 -5.7569647764318320E-006                  5.7843361926502102E+000                 -2.7817746947202036E+000                  1.1128170576393003E+001                 -2.7817746947202036E+000                  5.7843361926502102E+000                  6.2088434650570334E-001                  8.5000496539657688E-001                  1.2966362606228135E+000                  6.9999999999990936E-001                  2.7997020236474879E-001                  3.4416106108119981E-003                  9.3604466091399760E-003                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.1178999999998553E+000                  4.4711241317650396E-001                                        0                                        0                                        4 
