                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                      38                  9.9999880791133167E-001                  1.3932333530711600E+000                  3.6714538390885458E+000                 -7.7167572936166797E+000                  3.7591495668914288E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      39                  9.9999870030354565E-001                  1.3931577608802979E+000                  3.6775040152759639E+000                 -7.7067227838146044E+000                  3.7752317792465884E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002 
                                      40                  9.9999862707980414E-001                  1.3931074757636723E+000                  3.6854142999049579E+000                 -7.6939410152265202E+000                  3.7959311283893555E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      41                  9.9999845759167727E-001                  1.3929943946447421E+000                  3.6938028750757836E+000                 -7.6806834515297631E+000                  3.8175976475144209E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      42                  9.9999836060381553E-001                  1.3929315925005910E+000                  3.7011241085275097E+000                 -7.6696231688239607E+000                  3.8360010425076854E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      43                  9.9999822070636624E-001                  1.3928432370527477E+000                  3.7105263755427087E+000                 -7.6564608346199643E+000                  3.8585914220268460E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      44                  9.9999805600816027E-001                  1.3927422573538373E+000                  3.7184077071973123E+000                 -7.6466890613340786E+000                  3.8762626426788276E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      45                  9.9999797137628488E-001                  1.3926914957876571E+000                  3.7253073521724076E+000                 -7.6389186216474068E+000                  3.8909487080069156E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      46                  9.9999784103712319E-001                  1.3926146717892505E+000                  3.7334007775113958E+000                 -7.6311319926870311E+000                  3.9068533922129269E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      47                  9.9999773039059281E-001                  1.3925505826370714E+000                  3.7396844470712871E+000                 -7.6260199286617318E+000                  3.9182722730699462E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      48                  9.9999766260071854E-001                  1.3925117627867740E+000                  3.7450952970983482E+000                 -7.6221698696074300E+000                  3.9275544381372836E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      49                  9.9999758189955612E-001                  1.3924659437751297E+000                  3.7513108850042607E+000                 -7.6185398087348837E+000                  3.9374277588810953E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      50                  9.9999750119839370E-001                  1.3924204918207164E+000                  3.7575680292327358E+000                 -7.6157433209735901E+000                  3.9465137658118321E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      51                  9.9999743015397158E-001                  1.3923807237885852E+000                  3.7638673611360520E+000                 -7.6137366491743466E+000                  3.9548556341412948E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      52                  9.9999735910954957E-001                  1.3923411282299487E+000                  3.7696457713797629E+000                 -7.6126559830394900E+000                  3.9617530706061208E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      53                  9.9999731063315567E-001                  1.3923141715777188E+000                  3.7746449320979112E+000                 -7.6121784165117576E+000                  3.9672701174020570E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      54                  9.9999726215676177E-001                  1.3922872395394892E+000                  3.7835335073083041E+000                 -7.6121658656826430E+000                  3.9762583371681455E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      55                  9.9999715005847334E-001                  1.3922249436790430E+000                  3.7946804414476203E+000                 -7.6142305136518011E+000                  3.9854804495964191E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      56                  9.9999709400932890E-001                  1.3921936371985106E+000                  3.8025590105768154E+000                 -7.6161977716803380E+000                  3.9915232265820730E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      57                  9.9999703796018458E-001                  1.3921621817669487E+000                  3.8099333893652667E+000                 -7.6183312047667862E+000                  3.9969152434384174E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      58                  9.9999699268714481E-001                  1.3921366438635505E+000                  3.8165311978965812E+000                 -7.6203238652472223E+000                  4.0016789088749114E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      59                  9.9999694741410516E-001                  1.3921109839790646E+000                  3.8262210499779332E+000                 -7.6232523011961915E+000                  4.0087294980818129E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      60                  9.9999685686802553E-001                  1.3920593031897630E+000                  3.8357806036802122E+000                 -7.6258539695602767E+000                  4.0160584316078412E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      61                  9.9999680394455304E-001                  1.3920289060580060E+000                  3.8424152897218598E+000                 -7.6274702723427152E+000                  4.0213887571239182E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      62                  9.9999675102108054E-001                  1.3919983891674779E+000                  3.8486908176106476E+000                 -7.6287790505999835E+000                  4.0267017749840859E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      63                  9.9999669717056072E-001                  1.3919672373687186E+000                  3.8546006352425657E+000                 -7.6297726901654030E+000                  4.0319973847880002E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      64                  9.9999664332004079E-001                  1.3919360074869016E+000                  3.8601595211906110E+000                 -7.6304586312817637E+000                  4.0372770540154237E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      65                  9.9999658850964512E-001                  1.3919041637571128E+000                  3.8653836462500122E+000                 -7.6308515406566260E+000                  4.0425406436870919E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      66                  9.9999653369924935E-001                  1.3918722841893527E+000                  3.8702982766375644E+000                 -7.6309770211818506E+000                  4.0477879973818052E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      67                  9.9999647792897772E-001                  1.3918398297412635E+000                  3.8749250110945992E+000                 -7.6308532618699383E+000                  4.0530189949936570E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      68                  9.9999642215870610E-001                  1.3918073772658828E+000                  3.8792920882078659E+000                 -7.6305047588507176E+000                  4.0582350638876630E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      69                  9.9999636539458148E-001                  1.3917743655037322E+000                  3.8834207750401375E+000                 -7.6299517310340788E+000                  4.0634360474991196E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      70                  9.9999630863045685E-001                  1.3917413882365381E+000                  3.8892931753884183E+000                 -7.6288735896118762E+000                  4.0712138319080555E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      71                  9.9999619311450172E-001                  1.3916744222205280E+000                  3.8945615554882851E+000                 -7.6272888959000102E+000                  4.0789031611602171E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      72                  9.9999613535652410E-001                  1.3916410496020279E+000                  3.8979367979351700E+000                 -7.6261069065422005E+000                  4.0840458130252211E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      73                  9.9999607554050240E-001                  1.3916065737019325E+000                  3.9028031159821386E+000                 -7.6241523898226529E+000                  4.0917816982717463E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      74                  9.9999595590845936E-001                  1.3915379070609430E+000                  3.9102207832817997E+000                 -7.6203637872764096E+000                  4.1045611017718313E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      75                  9.9999577219867453E-001                  1.3914333142455815E+000                  3.9181105626070440E+000                 -7.6150116504061129E+000                  4.1197410138122814E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      76                  9.9999558415178269E-001                  1.3913274865796157E+000                  3.9240101090201560E+000                 -7.6100191956770615E+000                  4.1322655230096696E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      77                  9.9999545584552552E-001                  1.3912560609092637E+000                  3.9295871222836984E+000                 -7.6047747836455022E+000                  4.1447877219586600E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      78                  9.9999525881756246E-001                  1.3911476283456163E+000                  3.9356856522793411E+000                 -7.5980340734891625E+000                  4.1596719751958107E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      79                  9.9999505714024284E-001                  1.3910382642152876E+000                  3.9412932714504834E+000                 -7.5909657921001408E+000                  4.1744104275967722E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      80                  9.9999485073278738E-001                  1.3909280584547083E+000                  3.9456345984664996E+000                 -7.5847961554601149E+000                  4.1866390716079644E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      81                  9.9999470823047099E-001                  1.3908529983599542E+000                  3.9489564635972565E+000                 -7.5797624211434274E+000                  4.1963852662900694E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      82                  9.9999456572815448E-001                  1.3907787649664491E+000                  3.9537462059901163E+000                 -7.5721180164218511E+000                  4.2109478723447653E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      83                  9.9999427058272083E-001                  1.3906275805020349E+000                  3.9596064508958988E+000                 -7.5615156696001717E+000                  4.2302017471711668E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      84                  9.9999396493829495E-001                  1.3904746333385489E+000                  3.9636685681762613E+000                 -7.5533121840183677E+000                  4.2445256042925790E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      85                  9.9999380668124016E-001                  1.3903968600189225E+000                  3.9662937011647208E+000                 -7.5478123876447425E+000                  4.2540410615171709E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      86                  9.9999364842418526E-001                  1.3903200243717333E+000                  3.9701205677985878E+000                 -7.5395255938385120E+000                  4.2682682786211643E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      87                  9.9999332065673330E-001                  1.3901637713866439E+000                  3.9748913994150255E+000                 -7.5282310910273758E+000                  4.2870957183429201E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      88                  9.9999298123880320E-001                  1.3900059470796176E+000                  3.9793936096119960E+000                 -7.5167720634603041E+000                  4.3057950700210670E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      89                  9.9999262975928160E-001                  1.3898465956835329E+000                  3.9836609728234458E+000                 -7.5051628952472536E+000                  4.3243726504710587E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      90                  9.9999226579262246E-001                  1.3896857577206472E+000                  3.9877219089208911E+000                 -7.4934117713462900E+000                  4.3428343969817922E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      91                  9.9999188889840607E-001                  1.3895234721168133E+000                  3.9916004778595191E+000                 -7.4815294185205561E+000                  4.3611858933069341E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      92                  9.9999149862085601E-001                  1.3893597751195825E+000                  3.9953170089966936E+000                 -7.4695327913988763E+000                  4.3794323950550513E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      93                  9.9999109448830914E-001                  1.3891946977632437E+000                  3.9988885942936108E+000                 -7.4574453201419022E+000                  4.3975788540586453E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      94                  9.9999067601266201E-001                  1.3890282631453268E+000                  4.0023295865617845E+000                 -7.4452911065300587E+000                  4.4156299408867055E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      95                  9.9999024268881154E-001                  1.3888604858569611E+000                  4.0056521968121555E+000                 -7.4330865622979383E+000                  4.4335900656873504E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      96                  9.9998979399405874E-001                  1.3886913746628431E+000                  4.0088670568184668E+000                 -7.4208397399190753E+000                  4.4514633979036686E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      97                  9.9998932938745422E-001                  1.3885209355569132E+000                  4.0119835852936694E+000                 -7.4085529712169178E+000                  4.4692538846828977E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      98                  9.9998884830910806E-001                  1.3883491739044302E+000                  4.0150102040891404E+000                 -7.3962248414615424E+000                  4.4869652666866351E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      99                  9.9998835017951948E-001                  1.3881760959041172E+000                  4.0179544749667713E+000                 -7.3838522251535625E+000                  4.5046010905141296E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     100                  9.9998783439894379E-001                  1.3880017093113906E+000                  4.0208232035081028E+000                 -7.3714294504160636E+000                  4.5221647188367093E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     101                  9.9998730034675454E-001                  1.3878260245303682E+000                  4.0236225313985221E+000                 -7.3589499092593860E+000                  4.5396593399222525E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     102                  9.9998674738075588E-001                  1.3876490550770810E+000                  4.0263579953679853E+000                 -7.3464112435768367E+000                  4.5570879771922934E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     103                  9.9998617483645902E-001                  1.3874708159192986E+000                  4.0290345487340185E+000                 -7.3338199694403299E+000                  4.5744534985758278E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     104                  9.9998558202633381E-001                  1.3872913198388990E+000                  4.0316565681445509E+000                 -7.3211956934240821E+000                  4.5917586259705674E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     105                  9.9998496823902117E-001                  1.3871105719001136E+000                  4.0342279003289976E+000                 -7.3085612826993795E+000                  4.6090059461479669E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     106                  9.9998433273844256E-001                  1.3869285678243632E+000                  4.0367519640193477E+000                 -7.2959343974669153E+000                  4.6261979226937022E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     107                  9.9998367476282690E-001                  1.3867452958785875E+000                  4.0392318691111528E+000                 -7.2833180076983082E+000                  4.6433369066134951E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     108                  9.9998299352375031E-001                  1.3865607428865745E+000                  4.0416705249189206E+000                 -7.2706948361562125E+000                  4.6604251427601575E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     109                  9.9998228820528257E-001                  1.3863749028802057E+000                  4.0440706919412008E+000                 -7.2580422664437370E+000                  4.6774647719467604E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     110                  9.9998155796318322E-001                  1.3861877796533126E+000                  4.0464349718750094E+000                 -7.2453462702036333E+000                  4.6944578323811763E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     111                  9.9998080192402994E-001                  1.3859993833396109E+000                  4.0487657772443786E+000                 -7.2326077764831869E+000                  4.7114062632384544E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     112                  9.9998001918423096E-001                  1.3858097240500376E+000                  4.0510653116574149E+000                 -7.2198351379970802E+000                  4.7283119103424980E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                     113                  9.9997920880896962E-001                  1.3856188085888064E+000                  4.0533355760702161E+000                 -7.2070368292100557E+000                  4.7451765324254556E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
